text,label
7860, shit hurts,1
7861, obama done nothing fix problem office ? going telling stories trump able restore hope gun control,1
7862, PREACH IT ! god 's people deserve better !,0
7863, disgusting need ousted get politics schumer corrupt kind politicians americans tired led country thrive brett kavanaugh voted americans stand,1
7864, kidding !,0
7865,  ultimately defense kavanaugh republicans conservatives media public manifestation america 's rape culture -- latter neither 'colorblind ' 'race neutral ' '' '',0
7866, OH FUCK-,1
7867, oops guess liberals call racist nazi along names book,0
7868, I thought krebs trials could n't say one way effective usual giving money friends,0
7869, even chris evert said people normally wise stop first warning second warning serena kept going sucks ended way keep arguing making comments second warning expecting ?,1
7870, awww look cute ! ,0
7871, raise hand  boomer going fall next resistance grift,0
7872, wonderful fremino,0
7873, going shake church ground !,0
7874, telling senator cory  spartacus  booker stop taking money big pharma AARP stops biased towards liberals remember customers republicans,0
7875, fools respect,1
7876, reported inciting VIOLENCE trump supporters making lists target trump supporters antifa ...,0
7877, fucking league football HAHAHAH,1
7878, guilty old perv,1
7879, yet liberals keep piling people countries like ideals like preach upon us women 's rights respect n't make sense 's double talk,0
7880, antifa brain child democrats democratshateamerica democrats antifa,0
7881, noticed twitter block anything certain billionaire buys people accuse conservatives wrong,0
7882, I love way leona alleslev seen liberals undoubtedly seen destruction choice service country trudeau 's father started destruction  's n't changed juniors goal destruction either thank joining us,0
7883, thank,0
7884, good head case go get passrusher,0
7885, sod EU tell gone monday enjoy panic follows,0
7886, liberals backed NDP corrupted ontario 's taxpayers hedgefunders ontario USA beginning process expose crimes way,0
7887, // rean 's arcane gale broken gon na able use scratch sen IV demon form 's gon na cool using every battle !,1
7888, condemn antifa attacking peaceful protesters..there time joe biden viewed someone could bridge builder succumbed caved evil ways demon-crats went dark side..what would son think,0
7889, gun control keep terrorists shooting,0
7890,  selected liberals ! cheating voters changed mind election ms. alleslev,0
7891, mine dhudbe ! reason lock screen HAHA,0
7892,  places promote blog free massive traffic one bloggers expect blog,0
7893, say half hearted apology goes away let conservative say anything close ruined life mentally deranged liberals totally disgusting jerks !,1
7894, spartacus,0
7895, beginning sound like stuck record brian n't go find something less boring instead,1
7896, liberals stop nothing,0
7897, I 'm sure really low carb diet hospitals n't carry low carb muffins LOL,0
7898, better check history jr. look back nazi germany compare ANTIFA direct match democrat party  step behind,0
7899, kerry needs prosecuted colluding iran needs done quickly revoke security clearance amp remove passport traitor -- always !,1
7900, someone tell voters least  citizens ca n't imagine adults critical thinking skills could ever vote,0
7901, forevaaaaaaaaaaa ,0
7902, things mentioned mean nothing us love country ! freedom country mean us anything world maga KAG,0
7903, metoo movement extension democrats KKK amp hate group antifa 's another form lynching oppose agenda metoo people jump ban wagons name justice '' perpetuate mass bullying threaten expose '',1
7904, ca n't tell story I car rain yes whore life fuck people money exceptions,1
7905, adorable,0
7906, face jury instead pope ! ! !,0
7907, trump may one started mess stop n't part problem,1
7908, girl fine lol,0
7909, traitor thinks ?,1
7910, part  hey potato '' //yeah ? `` inkling girl sidekick OP ? '' // ... good question `` really strange n't ? '' //yeah IS sidekick '',0
7911, right,0
7912, wonderful see president ground new burn NC handing hot meals spending time hurricane victims ! ! ! rare site see US president cares much american people WE love thankful service country MAGA,0
7913, political hit job slap face women really abused liberals know hit leader told lie whatever regain power pathetic,1
7914,  like mother spoiled rotten bad heck kid still loves brat bad things happen brat deserves it-she still sympathizes child norm realize livelihood depends ...,1
7915, proves antifa members larping ... clowns john wick imagination land,0
7916, eight years republicans denied obama  picks breitbarters outrage phony fake president,1
7917, GREAT COMEDY THERE CNN - NEWS ? NOT SO MUCH ! MAGA ! LICENSEREPORTERS !,0
7918, I I 'm voting absentee first time midterm ! ! MAGA,0
7919, got ass lmao,1
7920, liberals trough america getting free ears !,0
7921, indeed danikaharrod go follow cutest shitposts tdp sometimes jhdsfhjsg,1
7922, A curly fry horsey sauce arbys fry-frosty wendys fast food,0
7923, I n't even understand saying wow,0
7924, yes dickey amendment `` none funds made available title may used whole part advocate promote gun control provision states '' research want stay politics around gun control '',0
7925, th th grade football looking parent volunteers help assist concession stand interested email darell.maddox,0
7926, went high school dumb liberals prevalent area,1
7927, really I several shares nike I  capitalist socialist I believe free markets I use liberals advantages hand keep standing representatives lead golden path higher taxes wealth sharing,0
7928, course shouldnt cause obviously complete bs want delayed time vote theyll come w/ another plant accuser every supposed victim apparent  rape  liberals come always look like lesbian art teacher lol,0
7929, hate mongering solution NFL KNEELERS - change playbook losers,1
7930, well would n't BE rush '' n't sit allegation since july hey n't let facts get way good slander conservatives right,0
7931, totally dodged question making millions dollars stormy daniels still strip make living unethical,1
7932, trump declassifying information nothing NOT subject investigation FBI DOJ repeatedly said much go back quackery,0
7933,  registered vote go register also day registration connecticut november ,0
7934, I SHITTED/SHAT YTD AND LOST .KG CAN U BELIEVE IT,1
7935, n't PIGS job ? n't SLOBS life ? outrage bill clinton keith ellison harvey weinstein THESE PROTESTERS ARE HYPOCRITES ! MAGA,1
7936, maybe consider instead theresa may  real name  annette johnson mediterranean conservatives terrorist org sod chequers ,1
7937, common sense tells us lying story stinks justice metoo movement force us give platform answer questions taken seriously dace consequences proven without doubt lying,0
7938, yes cakefriend,0
7939, feeling okay ? coming across slightly hysterical,0
7940, says man stands sensible gun control hypocrite,1
7941, come realistic gun control instead things like never pass america,0
7942, I love video articles diagrams stories long great job teaching fact I 'd love see,0
7943, ANTIFA soy boy tough imagined never turned like video games played,0
7944, mehn sweet,0
7945, ford conservatives hates displays democratic freedoms hence attacks canadian charter rights freedoms hate minorities constitutional rights conservativesattackondemocracy canada thecpcisapoliticalhategroup,0
7946, proves liberals care issues republicans control,0
7947, outrage ? something credible instead perceived demagogues partisans MAGA,1
7948, 's go people love david gilmour think roger waters bit dick ... obviously,1
7949, lying ... outright lying ...,0
7950, advocating ridiculous fam ?,1
7951,  messed walkaway congresswoman M. waters ZERO control demon within  happens amp stupid a_ _ greedy folks willfully submit souls devil satan defeated  americafirst MAGA,1
7952, bearing vote abortion gun control president 's legal issues,0
7953,  tell us conservatives  connive keep wrap till time final POTUS vote.. dirtypolitics,0
7954, fucking hilarious,1
7955, revenge lies like ! kavanaugh MAGA,0
7956, lord master ... blah blah blah '' liberals top dramatic everything,0
7957, fucking pu little chinless donny,1
7958, violating conservatives freedom speech ...  CENSORSHIP ... IMPORTANT thought today used conservatives say tomorrow ? depends holding  power  sounds like communism,0
7959, everyone else get attacked antifa type groups never go jail also gets extreme negative media coverage insights violence except liblabcon ? ? stitchup,0
7960, adorable,0
7961, cares ! sick head !,1
7962, 're talking kavanaugh uncorroborated accusation even conservatives I seen n't dismissed,0
7963, much trump mental president responds badly opposition well praise graham needs get mueller investigation amp judges trump asked step pence president amp pardon whole family new judges place end,0
7964, ummm theres video coach literally admitted lmao maybe read strong shitty opinions,1
7965, hyperbole ?  libel ?  shit fact checking ?  must ... .. ANTIFA ! ,0
7966, trump blame immigrants coming 'liberals ' noticing likely thinks head start/hiv wasteful spending comgress longer pass 'broad ' budgets need itemize every forbid diversion without congressional permission,0
7967, guy kerry one nothing damn politician get going sea 's trying undermined president traitor sure better watch S.O.B !,1
7968, YOU ARE REALLY AN ARMY ajsvsnsksjsj I LOVE YOU FAMILY,0
7969, cadwell yes former antifa,0
7970, totally way antifa works,0
7971, especially since fascist nazi I tell profile people pathetic shame !,1
7972, I KNOW ! wonderful I  one woman campaign bring therese back may starting think I  little pushy,0
7973, cutie,0
7974,  conservatives whackos religious zealots  republican party denounce denounce antifa ?,1
7975, understand meaning america reading creating declaration independence share knowledge american creed fellow citizens MAGA KAG,1
7976,  place,0
7977, pedophile criminal ! deserves fired ! ! ! !,1
7978,  TRUE SO VALID,0
7979, I n't know cat even realizes,0
7980, exactly ! pure hatred blinded I 've never seen mobs people go nuts.makes realize self awareness crucial right locally like honestly I stay focused amp like absentee ballot,0
7981, inciting VIOLENCE via twitter accounts supporting POTUS made lists us targeted ANTIFA ... etc,1
7982,  A man general rule owes little born A man makes '' - alexander graham bell pushawardsmaywards '',0
7983, punk ass POS POG THANK YOU KGO ! !  ,0
7984, eric holder prison,1
7985, UKIP scotland MEP david coburn MEP said theresa may capitulating start organised leaving EU deal amp put deal table told EU 's get 's deal '' brexit conservatives '',0
7986, fucking fast holy shit lol,1
7987, good shit ! kaepernick great model young kids play football stand believe,1
7988, n't likes bosses instruct amp long protected never give shite happens streets country,0
7989, knew girl ! ! excited ! !,0
7990, business owners involved lawsuits regular basis whatbour society become liberals constantly looking handout,0
7991, yes ... ... .that 's aus conservatives bob katter amp family first formed government last  years ... ... ..because inherently conservative '' ! conservativecomedy '',0
7992, holy shit better drinking milk eating else ... ,1
7993, nice group maga follow back thanks ! ! !,0
7994,  dead mass shooting fifth third bank building downtown cincinnati ' deep state fake news crisis actor alert ! ! gun control bullshit .. f'off feinstein/obama ! via,1
7995, related another creepy fusion GPS ? ? ? THAT ? ? ? ? ? ?,0
7996, wide world sports go  ? pansies,0
7997, seriously consider maybe YOU one always wrong amp people correct ... wrong supposition ,0
7998, liberals always wanted get hands wallet want get pants,0
7999, morning check NEW MAGA kids book ! ! written illustrated trump america loving OIF veteran ! MAGA TRUMP,0
8000, loved hate MR bobby brown show guy really screwed kids back day please let go hws drama favorite amp jerry maybe show andy ?,1
8001, ca n't talk trump everything promised economy better ever congress job get rid crooks FBI DOJ CIA APPOINT A SPECIAL PROSECUTER START ARRESTING prosecuting,0
8002, amazing projection,0
8003, I also need address question president trump hire two lawyers would hire robert mueller ? MAGA,0
8004, politicslive decision go bed coalition fall years come,0
8005,  reported deaths sutherland TX church shooting dems already calling gun control shootings I 'm waiting report pedophile content allows reason american media establishment trying tell stop taking,0
8006, pharmacist friend told ALL last year ! THANK YOU opening discussing pharmacists held hostage rather tell WE THE PEOPLE price fixes ! MAGA,0
8007, u never talk shut [,1
8008, HE IS,0
8009, gupta dreamer  years compared telephone call lasted  minutes I didnt want testify state capture inquiry moving according plan remember  years planning calculating dots,0
8010, lol legit,0
8011, bullshit ! daughters I watched tennis match sarrena got deserved big williams fans one game,1
8012, I know look outside box like rush limbaugh lost shit remind head funny,1
8013, .. know.. mami TJHAN always scary creepy flirty gaze around or.. miu..,0
8014, nigga tweeting shower ? ? ? ? I hope siri drown,1
8015, msm covering,0
8016, nobody greek '' nation lost ever existed all.. subsaharan '',0
8017, still n't answered question whether country could keep law enforcement officers safer gun control laws subject limitations nd amendment ?  alpolitics,0
8018, ren oppa ! ! I love cute ,0
8019, THERE ARE MORE JOBS AVAILABLE THAN PEOPLE TO FILL THEM '' said NEVER youfailed trump MAGA makeamericangreatagain opportunityknocks '',0
8020, explains leftists also shadowbanned,1
8021, good maybe  give,0
8022, brains beauty love show prime time oct th I get watch whole show yay !,0
8023, politicslive unfortunately still discussing '' ! wasted  years far ! perhaps idea viable ? justathought,0
8024, bilion euros would buy lot hospitals another triumph brilliant brexit team,0
8025, zim ?  make peyton ? lol,0
8026, anybody explain many stages TDS ?,0
8027, less money '' funny person concerned profit healthcare I everyone else country want carpet baggers go fleece someone else better still find something n't involve seeking rent essential public services '',0
8028,  cutie,0
8029, second person  minutes tell apparently I  sitting smelly cat-sized fortune !,0
8030, soros paid antifa like christian conservatives sure,0
8031, vulgar antifa creep TRYING look like woman..or ca n't HELP IT ?,1
8032, principaled conservatives '' left building '',0
8033, fuck rick ?,1
8034, proof liberal left think told say,0
8035, women knew knuckledraggers marrying voting I sympathy burn hell  daughters granddaughters  innocents here- women stuffing guns yoga pants yelling MAGA,0
8036, osho quotes via listen continuously giving hints still small voice shout true little silent start feeling way person never try,0
8037, yes debunked,0
8038, worst expect consider personally gain confirmation,1
8039, corruption except household socialism except household gun control except I need protected ... shall I go ? ,0
8040,  kids day every day,0
8041, win.he president,0
8042, christian conservatives n't orange god '' neither black white green pink color name YAHWEH ! ! ! '',0
8043, arrest holder high crimes republic,0
8044, like sweet baby boy wants girl ? he/she going become strong proud black woman grows !,0
8045, maybe DL someone show wear hat,0
8046, aww ... busy monster,1
8047, mounties come get dirty pervert internet ...  pounds heavier get point,1
8048, ham ! ! ! !,0
8049, westminster houseoflords tories brexit  labourparty labour bunch hypocrites  A total showerofshite ,0
8050, typed  think everyone like ?  read means question referring reader case reader  effect,1
8051, UK control  wait leave decide deliver areas already fully UK control rate  months wasted plus time sign new UK/EU trade agreement britain hold brexitbritain,0
8052, breaking radical antifa footage,0
8053, cat fight,0
8054, dangerous liberals sure open flood gates !,0
8055, oh rookie   adorable ! quite baseball family tree,0
8056,  teump haters together - extreme liberals watch,0
8057, tough say football manages appeal sides spectrum except maybe far liberals ... sorry rant lol,0
8058, know gun control stance residents,0
8059, ANTIFA displays hate disagree ... hypocritical !,1
8060, fantastic ! ! ! alamo sacred us blight history time better left erased ! ! ,1
8061, paint ball range used antifa vs proudboy '' match last year '',0
8062, antifa 's extremism facism making '' I 'm making face avi '',0
8063, I know man went prison  killing cow took hind quarter home given yr  able vote n't talk pardon seldom given,0
8064, I think maybe give another party try maybe 'for britian ' ...,0
8065,  local fox station national fox news broadcast   follow anyone outside liberal bubble would know vast majority conservatives outraged,1
8066, yes melania wearing I DO N'T GIVE A S___T JACKET AND DONALD CHUMP IS WEARING HIS GO F___K YOURSELF JACKET JUST LIKE ALWAYS HE SAID THAT GOD TRUMP IS IN DA HOUSE AND HE IS ABOVE THE LAW marvelous job PR many went without electricity  months 's cool,0
8067, republicans conservatives independents listen  hillarites democrats repeating history n't stand confirmkavanaugh !,0
8068, quiet shedevil,1
8069, unsealthedeals congress sexual assault slushfunds NOW pls  MAGA bc wethepeople WANT know ! hypocrisy doublestandarddems SICKENING !  declassifyfisa  declassifyreleasesunredacted  amp declassifypowsdocuments yr  darktolight,1
8070, yes biggest joke BB history,0
8071, thank ! ,0
8072, pointing umpire calling thief berating walking fast toward official calling f***ing moron ? I think clear needs help man perhaps ?,1
8073, thanks joe ! ! ! sanity forsaken looong time ago hahaha,1
8074, lot pedophiles catholic church,1
8075, liberals wonder n't want transgenders bathrooms ?,1
8076, entire argument ignores th fact gun control affects law abiding citizens way criminals think care background checks ? restrictions ? etc ?  call criminals,0
8077, I 'm FOR former scenario regards antifa,0
8078, lol literally incapable,0
8079, son  know  better dead nice message tho heart good place,0
8080, conservative women invisible liberals makes us stealth actually feminists aspire know think know expect vote  superpower,0
8081, purrfect portrait ! even tail wrapped around paws ! beautiful shot !,0
8082, maybe cause hateful buttmunch reap sew,1
8083, ew also bitte !,0
8084,  NOT IMPORTANT,0
8085, I believe refering,0
8086, foolish idiots whatever sabotage ? liberals acting completely immoral respect millions legal voters voted letsgovern,1
8087, going system cameto know criminal illegal reputed easy job rather simple illegal person,1
8088, make best country though ? nothing special throw make butt hurt ?,1
8089, would n't easier close loopholes allow guns get wrong hands ? article duke 's center children families provides good overview subject,0
8090, boo hoo hoo u lose,0
8091, everyone guns would feel way gun control ?,0
8092, ALEC puppet  move string back works mouth nothing,1
8093, holder ethically challenged AG ever A total disgrace office,1
8094, fool,1
8095,  even one strongest conservatives could nominated still come,0
8096, good look,0
8097, definitely strange thats sure shes professor alt-left university folks kooky trump maga,1
8098, -its quite obvious morons star totally unaware canada already extremely tight gun control laws -which way criminals never never adhere '' - special kind stupid believe banning '',1
8099, name one democratic leader endorses open borders ? second point syntactically nonsensical I lament climate change amp I  private jet I favor gun control amp I  glorify guns armed security fantasy   r fixated ?,0
8100, beto clown supports kneeling NFL thugs,1
8101, I also grew california n't matter 've heard worse '' n't mean jack president united states brag watching beauty pageant contestants change '',0
8102, FBI would proper authority administer polygraph despite corruption top organization,1
8103, best hope gun control banning bullet proof backpacks ... need terrorist ?,0
8104, liberals mean conservatives,0
8105, I  see liberals decide politicize tragedy despite cincy tight gun control ... ,1
8106, WHAT cant like HE IS LEGIT WATCHING ever move rehab ! ! !,1
8107, steven wilson coming back NY december ! I  wait ! one favorite live performers ! hope well,0
8108, funny even woman brought roe vs. wade SCOTUS regretted later one thing medical emergency required abortion though rare amp another liberals celebrating killing unborn children amp pretending 's health care,1
8109, presenting new work social psychologists challenge perspective differences conservatives liberals dgps,0
8110, I hope let cem america zeyal gets back together gets back alihan proudly show limit  yasakelma,0
8111, holder belongs jail,0
8112, shining light dark world,0
8113, 're literally white nationalist radicals enemies state 're lucky 're hunted federal agents like terrorists ... citizenry act state 's place soon enough ACTA NON VERBA theresistance resisttrump antifa,1
8114, hillary landslide I think ? ? ? ?  believe polls,0
8115, u fuck already,1
8116, cause CIA FBI WAS good time cover greatest corruption ever made hussein obama administration  coming involved deep state,0
8117, wanting gun control offended ? fined ?,0
8118,  take care racism created presidency ... never heard words equality come mouth melting pot ! ! !,0
8119, I completely agree ! uphold second amendment AND common sense gun control I  responsible gun owner citizen needs military grade weapons high capacity magazines find problem follow !,0
8120, I concede 's likely case I think 's quite number people anti-serena,0
8121, dare ! ? please miss us,0
8122, american conservatives n't give one shit terrorist group hamas think believe,0
8123, still still singing amazing voice grateful folks stand carry on.,0
8124, unfit office mentally deranged.. unstable..,1
8125, enthusiastic  mean collusion treasonous,0
8126,  santa clarita netflix  funny fuck !,1
8127, covers things well ! !,0
8128, trumpwashing US liberals ' historical amnesia real definition trump derangement syndrome ...,1
8129, course,0
8130, course n't interested domestic abuse still domestic abuse I hope n't use fake rumor shit habs actually care domestic abuse,1
8131, mean like antifa ? using exact tactics brown shirts used bring hitler power ?,0
8132, sounds like ddd,0
8133, friends probably liberals also I would imagine willing lie undermine nomination sure told us months ago '' '',0
8134, brain still somewhere lost matrix ... liberals plain delusional matter ,1
8135, pyro tf ? :c,0
8136, talk get know,0
8137, asking evidence prove  double standard excuse see evidence I  watched tennis years I already know double standard exists I  know question,0
8138, american terrorists need strict punishment lawless thugs STOP powdering antifa  ass backtheblue  gettough,1
8139, returning punts opinion ,0
8140, exactly ! shined light core issue I saying years deaf ears conservatives start supporting conservative voices messages arts always fighting defensive position,0
8141, 's always critique honest -- hence champagne socialist '' `` privileged white antifa '' tropes '',0
8142, handsome ! I think people donate shoes homeless veterans homeless americans sew '' circle emblem '',0
8143, sanchez sucks killing team IMO,1
8144, funny s-s n't great '' black ppl poc women ... maga wants pretend magical time read white amp men `` ruled '' irony wasnt even great lot werent rich whole draft war thing one '',0
8145, help mental illness good grief liberals seriously disturbed,1
8146, bad people sides support antifa ?,0
8147, dopest illest female artist ever ! 's fucken queen right hands ! ! ! try argue widdit,1
8148, pay back taxes yet ? still armed private security even screamed gun control ? husband still talk harvey everyday ? move glass house ?,0
8149, real victims sexual assault/harassment see liberals politicizing horrendous act betrayal makes angry I victim remember details ? I call BS PTSD still effects day  years later amp + yrs counselling ask husband,0
8150, husband loosing fat crooked fake throwing paper towels ! ! lost grip reality I  know help needs lots help,1
8151, shana tova antifa warrior friends -- 'LIVE ' jerusalem WEBCAM -- - TEMPLE MOUNT,0
8152, common sense long n't throwing bottles M 's civilians like dumbasses antifa protests '' whole `` violence sometimes necessary '' idea antifa BLM communists spread retarded y'all ... 're kill civilians dummies ... '',0
8153, n't lose talent battled demons amp played embarrassment franchise ideal situation I believe still elite WR I guess time tell,0
8154, wilson love life ! sonnykiriakis willhorton freddiesmith chandlermassey days I 'm happy days right,0
8155, ... surprising conservatives increasingly want take ultimate power life death away government '',1
8156, ******** LOESCH UNLEASHED dana exposes racist core leftist gun control onlyatyaf YAFTV sep gun control ... government telling n't trust '' ******** '',0
8157, cutie ! I love !,0
8158, liberals ... .cry complain,1
8159,  judge us mainers clearly insane proclamation  pins,0
8160, trump world name toby fine name SAY YOUR NAME ! ! '' 's maga means trumpers ! !,0
8161, look ANTIFA list ... .you note many high profile names I intend comment accounts using twitter account name ... inform ... ..he aware I reported twitter ... sent angry tweet way,0
8162, antifa domestic terrorist group,1
8163, I 'm surprised,0
8164, said sides good people bad say everyone went white suprematists people ANTIFA ? nuance,0
8165, I n't know GOP think delusion I know GOP realize LIBERALS lie everything,0
8166, bull,0
8167, muellerwitchhunt double standard - paul manafort feinstein 's china spy deepstatecorruption deepstate fbicorruption MAGA KAG KAG KAG keepamericagreat manaforttrial casen kavanaugh confirmkavanaugh TW,0
8168, slimy hair dont !,0
8169, umm fuck yeah I would,1
8170, ahh ears hurt listening earphones..still voice sexy,0
8171, murderer whole department ashamed cover SHAME ON THE DALLAS PD ! THERE IS NOTHING NOBLE OR RESPECTABLE ABOUT HOW YOUR DEPARTMENT IS HANDLING THIS SITUATION YOU ARE AIDING A CRIMINAL AND SHOWING YOU DONT CARE ABOUT THE CITIZENS OF DALLAS,1
8172,  late antifa meeting ?,0
8173,  truthfeed news   'schumer feinstein go HYSTERICAL issue unhinged demands delay kavanaugh vote ' MAGA A prolife,0
8174, I 'm sorry mother 's loss I ca n't imagine grief going,0
8175,  hospital personnel shot dead wisconsin -gauge winchester pump-action shotgun NRA blames gun control laws,1
8176, antifa hatred incarnate,0
8177,,0
8178, looks like gun control ,0
8179, actually read liberal MP leaves liberals another liberal party '' '',0
8180, send piece  tower ?  nice could great britain I say build wall tower time time hillary clinton nonpresidential suite ! hahahahaha,1
8181, MAYBE ... HMM ... I DONT KNOW ... FIX THE MUSIC KIT AGRESSIVE MVP SOUND THAT PLAYS AT FULL VOLUME EVEN IF ITS OFF IN SETTINGS IM TYPING IN CAPS BECAUSE I JUST WENT DEAF AFTER A WHOLE TEAM USED THAT KIT,0
8182, I  sorry think telling truth twitter feed  employee gets paid lie  job,0
8183, anyone supporting nike kap antiamerican,0
8184, YOU PROBABLY NEED MORE GUN CONTROL AND MORE GOVERNMENT AND MORE TAXES LESS IS MORE,0
8185, I think easiest way label would conservatives ok LBGQT community pro rights somehow 's supposed make liberal,0
8186, CREEPY !,0
8187,  much american tax payers contributing trump 's corporation golfing every weekend course-the one n't going golf ! !  NRA stopping gun control cost many student lives year ? sad reality congress !,0
8188, goodell resign would social justice,0
8189, easiest math class EVER ! !  character +  morals +  ethics divided  truth =  hillary ! ! !,0
8190, yes thats need bring gun control even better shoot foot real well im going harass school shooting survivor '' ass '',1
8191,  shame damned unattractive ...,1
8192, put kaepernick squad anytime justdoit,0
8193, ? 's wrong white guys ? ..I 'm PROUD caucasian amp colombian american woman I happen like ALL WHITE men represent me..especiallysen.kennedy ... soooo done identity politics liberals,1
8194, unstoppable ! QB  good ? feel needs transfer  help funny feeling going save bama point year never know,0
8195, already many common sense laws books common sense also calls holding people accountable fail miserably like parkland left always wants blame gun owners push gun control rather honest,0
8196, needs fade sunset quickly music sucks one cares political views unfortunately  ignorant realize concert I went political diatribe completely ruined completely,1
8197, trump sending memes president bashing hilary folding chair,0
8198,  omg many funny ... I choose ? I mention one newest peeps I 've pleasure speak twitter lately tweets constantly make laugh makes day better,0
8199,  I largely regret looking one conservative '' `` right leaning perhaps even relatively speaking america '' topics relating transgender relation modern incarnations conservatives youtube people referred `` anti-sjws '' '',0
8200, avi ! ! ! think,0
8201, I knew would flush one dutch antifa '' twitter I feeling lonely '',0
8202, 's safe anyway liar ! NEVER get bottom liar !,1
8203, correct watch initial bump sjws next months suffer significantly conservatives patient,0
8204, notice much keeps looking around ? looking little girl touch disgrace country MAGA,0
8205, senseless  gun control ! vote blue end american nightmare,0
8206, yessir,0
8207, ,0
8208, hahahaha many fake cases hate liberals made sense election ? really sad liberals lie anything get want cant really expect much people need safe spaces attack people dont agree,0
8209, according student spoke condition anonymity furniture johnson hall replaced even shittier couches '' seuday '',1
8210, colin cowherd clown think 's going make point spews garbage way look goff trubisky say goff higher ceiling maybe higher floor bc yr  mcvays offense,1
8211, antifa n't using violence would n't hope jokes lt violence,0
8212, hey great see tax cuts wider fiscal policies well ! winning MAGA,0
8213, beto whomever move support immigrantsilegals home,1
8214, wow lying comes easily liberals scary,0
8215, rotten character call spanish mal character,1
8216,  weeks go back awesome place awful behaviour adults staring skin wee fighter  months clear confidence back ,0
8217, I realize violent trump supporters pale comparison left antifa ring bell ?,0
8218, affirmative understand situation WWGWGA MAGA,0
8219, commissar says blessing,0
8220, acknowledging existence time block give us break nobody '' use funny comedian gave away power hate lost almost everything '',1
8221, mentioned years economic pain '' referring + imposed austerity ?,0
8222, weather,0
8223, yep FBI CIA operating like KGB ... ..to conservatives ... ... much like robert KGB mueller,0
8224, sides ANTIFA ... KKK ... got ta stop,0
8225, fuck alan I  sorry,1
8226, party  want,0
8227, suggesting thoughts amp prayers would n't given picture science amp technological advances ? science,0
8228, GOD DAMN IT ... YOU ARE SO RIGHT THERE 'S NO GOING WRONG WITH THIS STUFF,0
8229, poor tiffany best trumps sure,0
8230, lookin good ! ! pretty awesome guy !,0
8231,  saying people opposed democrats antifa charlotte nazis ? claim ?,0
8232, n't know mean independent media '' I read MSM tell antifa fact violent leftists causing problems protests I see right-wing media painting liberal protestors antifa '',0
8233, bullshit I live NH daughter goes school cali considered non-resident clearly move fraud citizens NH,1
8234, ooh handsome archie looks beautiful new gaff behind ,0
8235, growing fast ,0
8236,  yesterday  fakenews trying make comeback desperation obstruction nothing liberals amp democrats cares happened minor high school  victim another metoo sexual misconduct baiter switcher,1
8237, concrete facts dems lie good enough,0
8238, =a good speaker good listener MAGA ,0
8239,  conservatives think neocon infiltration successfully corrupted nearly destroyed conservatism brainwashing decades accept anything free trade '' label good - anything `` protectionist '' attached bad '',1
8240, sunshine sunshine ,0
8241, know shameless muslim socialist still arrogant believes thst thinks good politician ? I  tell many  stupid american voters  per gruber gullible !,1
8242, cnn go flames rest liberals far clueless change,1
8243, reply haleigh AFP ? I think blocking,0
8244, lame outside cage killer cage,1
8245,  bill LGBT sex workers  bill sex workers general.harris good record attested LGBT orgs.i mean playing game could argue bernie votes gun control impacted lives black people chicago negatively,1
8246, ignore best friend deserve fucking follow love heart waiting  years ,0
8247,  pound females know hm,0
8248, timely responses rap beef LMAOOOOOO nas took THREE MONTHS respond jay bodied em always takes month y'all get timely response shit ?,1
8249, fuck,1
8250, like old days floats 's witch must burned hanged sinks drowns innocent,0
8251, lets fix accused people heard  eric trump made anit-semetic remarks ,0
8252, henny ... outside u ya pussy ass sister wan na talk,1
8253, WTF amp seriously ... manner bigoted platforms running label exhortation children black stay school '' ? jackdorseyisabigot MAGA KAG '',1
8254, TRUE JUSTICE IS COMING SOON ! MAGA OUR JUSTICE,0
8255, companies hire illegals commit crimes sb required cover legal fees fined malfeasance hiring first place never solve problem strict laws passed,0
8256, A every moment best moment world cartersbodysuitsweepstakes,0
8257, actually I avoid purple everyone loves I  addicted pissing people I also detest color purple,0
8258, real gun control issue,0
8259, ... conservatives trying get bill clinton ... get idea,0
8260,  leave country unhappy america,1
8261, round yucker ALWAYS interrupts guests  work time rude michaelavenatti,1
8262, oh chunk missing bone may showing I 'll alright kogasa ... help get back home '' much true n't like normal self much aggressive 's gon na kneel kogasa support though '',0
8263, fabric flag ok ! I love patriotism,0
8264, ATTENTION ! ! publishing list ANTIFA names trump supporters high profile MANY everyday trump supporters reported twitter still NOT suspended account check account ... lists '' '',0
8265, I like boobs mass belly XD,1
8266, obviously care ruin due attacks conservatives ... left control blind  ! ! ! ! !,1
8267, brandon straka nov walk away '' protest march dangerous left always turns violence profanity masked rioters since anything soros gift card know nothing violence capable understanding '',0
8268, *waits buncha braindead rednecks burn levi 's 're wearing get hauled ER en masse*,1
8269, fuck puting raven derrick dan dr. saying 's mastermind n't shit put bitch sick annoying boring take raven put tyler playing great game even great player said 's good,1
8270, kirk douglas,0
8271, possess wisdom pass judgment honest man like judge kavanaugh flawed suspect judgment manifested ill-advised years long affair likes mayor willie brown launched career back trashy,0
8272, inspiration fierce ! healthyliving,0
8273, I think mean alan !,0
8274, access healthcare improved infrastructure green jobs less pollution poison waterways civil rights gun control birth control sounds like pretty great plan ME !,0
8275, good grief,0
